	acc_observed	blca_observed	brca_observed	cesc_observed	chol_observed	coad_observed	dlbc_observed	esca_observed	gbm_observed	hnsc_observed	kich_observed	kirc_observed	kirp_observed	laml_observed	lgg_observed	lihc_observed	luad_observed	lusc_observed	meso_observed	ov_observed	paad_observed	pcpg_observed	prad_observed	read_observed	sarc_observed	skcm_observed	stad_observed	tgct_observed	thca_observed	thym_observed	ucec_observed	ucs_observed	uvm_observed	pancancer_observed
FPR2	1.0	6.0	2.0	3.0	0.0	6.0	0.0	3.0	5.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0	12.0	10.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	22.0	11.0	0.0	0.0	0.0	18.0	1.0	0.0	112.0
FPR3	0.0	3.0	6.0	1.0	0.0	6.0	0.0	1.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	6.0	0.0	3.0	1.0	0.0	1.0	3.0	1.0	21.0	6.0	0.0	0.0	0.0	21.0	2.0	0.0	94.0
FRA10AC1	0.0	0.0	4.0	2.0	0.0	2.0	0.0	2.0	3.0	4.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	6.0	6.0	0.0	0.0	0.0	23.0	1.0	0.0	65.0
FRAS1	5.0	33.0	25.0	20.0	1.0	41.0	1.0	8.0	16.0	25.0	1.0	5.0	4.0	0.0	12.0	20.0	41.0	35.0	1.0	11.0	1.0	0.0	6.0	7.0	9.0	105.0	35.0	0.0	2.0	1.0	75.0	2.0	1.0	549.0
FRAT1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
FRAT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FREM1	0.0	18.0	21.0	13.0	0.0	21.0	1.0	4.0	7.0	16.0	0.0	4.0	5.0	1.0	5.0	6.0	30.0	25.0	1.0	10.0	1.0	0.0	5.0	6.0	2.0	80.0	25.0	1.0	3.0	0.0	68.0	1.0	1.0	381.0
FREM2	1.0	38.0	22.0	14.0	1.0	45.0	0.0	11.0	8.0	23.0	0.0	11.0	8.0	6.0	5.0	19.0	31.0	36.0	1.0	8.0	4.0	0.0	8.0	11.0	10.0	77.0	40.0	0.0	3.0	2.0	61.0	3.0	0.0	507.0
FREM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRG1	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	4.0	10.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	1.0	0.0	1.0	0.0	5.0	0.0	0.0	40.0
FRG2	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0
FRG2B	0.0	5.0	4.0	0.0	0.0	5.0	0.0	0.0	1.0	6.0	0.0	0.0	1.0	0.0	1.0	2.0	6.0	7.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	16.0	3.0	0.0	0.0	0.0	16.0	0.0	0.0	77.0
FRG2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRK	0.0	3.0	2.0	3.0	0.0	9.0	0.0	1.0	4.0	4.0	0.0	1.0	0.0	0.0	3.0	2.0	4.0	8.0	0.0	5.0	0.0	0.0	2.0	1.0	3.0	18.0	4.0	0.0	0.0	0.0	17.0	0.0	0.0	94.0
FRMD1	0.0	2.0	3.0	3.0	0.0	6.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0	6.0	10.0	2.0	2.0	0.0	0.0	1.0	2.0	2.0	21.0	8.0	1.0	1.0	0.0	17.0	1.0	0.0	98.0
FRMD3	1.0	5.0	6.0	3.0	0.0	11.0	1.0	1.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	9.0	7.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	18.0	6.0	0.0	0.0	0.0	36.0	1.0	0.0	118.0
FRMD4A	0.0	10.0	8.0	5.0	0.0	17.0	0.0	7.0	1.0	4.0	0.0	1.0	2.0	0.0	1.0	4.0	8.0	8.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	16.0	12.0	0.0	1.0	0.0	37.0	0.0	0.0	148.0
FRMD4B	1.0	6.0	5.0	5.0	0.0	7.0	1.0	1.0	3.0	2.0	0.0	1.0	3.0	0.0	2.0	4.0	4.0	5.0	0.0	2.0	1.0	0.0	0.0	1.0	5.0	24.0	6.0	0.0	0.0	0.0	30.0	0.0	0.0	119.0
FRMD5	0.0	4.0	3.0	3.0	0.0	5.0	0.0	1.0	2.0	3.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	14.0	4.0	0.0	1.0	0.0	27.0	0.0	0.0	80.0
FRMD6	2.0	7.0	6.0	2.0	0.0	11.0	0.0	3.0	4.0	3.0	0.0	0.0	1.0	1.0	1.0	4.0	16.0	5.0	1.0	5.0	1.0	0.0	2.0	3.0	0.0	15.0	11.0	0.0	2.0	0.0	25.0	0.0	0.0	131.0
FRMD7	2.0	4.0	8.0	1.0	0.0	4.0	0.0	2.0	9.0	5.0	0.0	2.0	1.0	0.0	4.0	3.0	16.0	7.0	0.0	4.0	3.0	0.0	2.0	2.0	0.0	31.0	6.0	0.0	0.0	0.0	45.0	0.0	1.0	162.0
FRMD8	2.0	5.0	1.0	2.0	0.0	5.0	0.0	2.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	2.0	0.0	17.0	0.0	0.0	64.0
FRMPD1	2.0	13.0	10.0	8.0	0.0	22.0	2.0	3.0	4.0	8.0	0.0	2.0	4.0	0.0	1.0	4.0	39.0	26.0	0.0	6.0	3.0	0.0	3.0	8.0	0.0	42.0	18.0	1.0	2.0	0.0	53.0	3.0	1.0	288.0
FRMPD2	0.0	9.0	9.0	7.0	0.0	14.0	0.0	3.0	3.0	7.0	0.0	3.0	1.0	0.0	2.0	5.0	21.0	18.0	0.0	4.0	2.0	0.0	2.0	6.0	4.0	67.0	21.0	0.0	3.0	0.0	45.0	0.0	0.0	256.0
FRMPD4	4.0	8.0	17.0	6.0	0.0	18.0	1.0	1.0	11.0	8.0	0.0	3.0	1.0	0.0	5.0	5.0	40.0	15.0	0.0	8.0	2.0	2.0	1.0	5.0	4.0	50.0	12.0	0.0	1.0	0.0	49.0	2.0	0.0	279.0
FRRS1	0.0	6.0	7.0	0.0	0.0	4.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	1.0	2.0	2.0	5.0	8.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	18.0	5.0	0.0	1.0	0.0	12.0	1.0	0.0	85.0
FRRS1L	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	4.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	34.0
FRS2	0.0	9.0	2.0	2.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	10.0	6.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	9.0	5.0	0.0	0.0	0.0	15.0	1.0	0.0	75.0
FRS3	0.0	3.0	3.0	1.0	0.0	9.0	0.0	3.0	2.0	5.0	0.0	1.0	2.0	0.0	2.0	3.0	5.0	4.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	18.0	5.0	2.0	1.0	1.0	19.0	0.0	0.0	96.0
FRY	0.0	31.0	15.0	14.0	1.0	48.0	0.0	8.0	6.0	25.0	0.0	6.0	6.0	1.0	5.0	4.0	30.0	36.0	3.0	7.0	3.0	0.0	5.0	6.0	4.0	51.0	36.0	1.0	3.0	1.0	68.0	0.0	1.0	425.0
FRYL	1.0	21.0	14.0	9.0	0.0	38.0	0.0	7.0	8.0	18.0	1.0	2.0	6.0	5.0	3.0	6.0	28.0	22.0	0.0	7.0	3.0	0.0	4.0	7.0	2.0	50.0	26.0	1.0	2.0	0.0	59.0	0.0	0.0	350.0
FRZB	0.0	5.0	2.0	5.0	0.0	3.0	0.0	3.0	3.0	3.0	0.0	1.0	0.0	1.0	2.0	3.0	11.0	6.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	4.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	73.0
FSCB	1.0	6.0	3.0	6.0	0.0	12.0	2.0	5.0	3.0	16.0	0.0	3.0	1.0	0.0	2.0	5.0	38.0	41.0	0.0	2.0	1.0	0.0	3.0	5.0	3.0	26.0	12.0	0.0	2.0	0.0	42.0	2.0	0.0	242.0
FSCN1	0.0	5.0	1.0	6.0	1.0	6.0	0.0	0.0	1.0	3.0	0.0	2.0	1.0	0.0	1.0	2.0	4.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	7.0	7.0	0.0	1.0	0.0	10.0	0.0	0.0	64.0
FSCN2	0.0	5.0	2.0	1.0	0.0	8.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	7.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	42.0
FSCN3	0.0	4.0	1.0	2.0	0.0	9.0	0.0	1.0	2.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	14.0	9.0	0.0	2.0	1.0	0.0	4.0	2.0	1.0	19.0	12.0	0.0	1.0	0.0	29.0	2.0	0.0	124.0
FSD1	0.0	2.0	1.0	2.0	0.0	5.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	10.0	5.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	12.0	1.0	0.0	0.0	0.0	22.0	0.0	0.0	76.0
FSD1L	0.0	0.0	4.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	38.0
FSD2	0.0	7.0	6.0	5.0	0.0	12.0	0.0	0.0	2.0	4.0	0.0	1.0	2.0	1.0	0.0	1.0	5.0	10.0	0.0	1.0	3.0	0.0	0.0	2.0	1.0	26.0	10.0	0.0	0.0	0.0	33.0	1.0	0.0	133.0
FSHB	0.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	13.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	42.0
FSHR	1.0	6.0	9.0	7.0	0.0	15.0	0.0	4.0	3.0	11.0	0.0	0.0	0.0	0.0	2.0	4.0	30.0	37.0	0.0	5.0	1.0	0.0	2.0	6.0	0.0	39.0	24.0	0.0	1.0	0.0	32.0	1.0	0.0	240.0
FSIP1	0.0	6.0	3.0	5.0	0.0	5.0	0.0	1.0	3.0	6.0	0.0	0.0	0.0	1.0	1.0	3.0	5.0	5.0	0.0	2.0	1.0	0.0	0.0	3.0	1.0	21.0	10.0	0.0	1.0	0.0	29.0	0.0	0.0	112.0
FSIP2	1.0	16.0	10.0	16.0	1.0	25.0	1.0	7.0	5.0	12.0	0.0	2.0	3.0	2.0	4.0	10.0	32.0	31.0	2.0	5.0	1.0	0.0	1.0	5.0	5.0	67.0	31.0	0.0	1.0	1.0	74.0	1.0	0.0	372.0
FST	0.0	3.0	4.0	2.0	1.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	10.0	5.0	0.0	1.0	0.0	16.0	1.0	0.0	63.0
FSTL1	0.0	3.0	1.0	3.0	0.0	7.0	0.0	3.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	7.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	56.0
FSTL3	0.0	2.0	0.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	24.0
FSTL4	1.0	7.0	9.0	2.0	0.0	16.0	0.0	3.0	5.0	6.0	1.0	3.0	1.0	0.0	1.0	3.0	8.0	4.0	0.0	4.0	2.0	0.0	2.0	1.0	1.0	22.0	14.0	0.0	1.0	1.0	27.0	0.0	0.0	145.0
FSTL5	2.0	11.0	10.0	6.0	0.0	24.0	0.0	8.0	6.0	22.0	1.0	1.0	1.0	0.0	8.0	8.0	46.0	31.0	0.0	4.0	3.0	0.0	2.0	5.0	1.0	55.0	24.0	0.0	0.0	0.0	50.0	1.0	0.0	330.0
FTCD	0.0	3.0	1.0	6.0	0.0	7.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	3.0	8.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	8.0	7.0	0.0	0.0	0.0	26.0	0.0	0.0	83.0
FTH1	0.0	5.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	6.0	1.0	0.0	29.0
FTHL17	1.0	4.0	2.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	11.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	8.0	2.0	0.0	0.0	0.0	17.0	0.0	0.0	66.0
FTL	0.0	4.0	1.0	4.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	28.0
FTMT	0.0	2.0	1.0	2.0	0.0	8.0	0.0	1.0	6.0	5.0	1.0	1.0	2.0	0.0	0.0	3.0	10.0	9.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0	9.0	8.0	0.0	0.0	0.0	17.0	0.0	0.0	93.0
FTO	1.0	4.0	4.0	2.0	0.0	11.0	0.0	2.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	11.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	6.0	4.0	0.0	0.0	0.0	19.0	0.0	0.0	85.0
FTSJ1	0.0	0.0	2.0	1.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	9.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	21.0	0.0	0.0	57.0
FTSJ3	0.0	9.0	11.0	2.0	0.0	14.0	0.0	2.0	2.0	4.0	0.0	2.0	0.0	0.0	2.0	1.0	7.0	10.0	1.0	2.0	3.0	0.0	1.0	2.0	0.0	7.0	16.0	1.0	0.0	0.0	30.0	0.0	0.0	129.0
FUBP1	0.0	5.0	4.0	4.0	0.0	10.0	0.0	2.0	2.0	6.0	1.0	1.0	4.0	0.0	45.0	2.0	9.0	6.0	0.0	3.0	0.0	0.0	1.0	4.0	0.0	18.0	8.0	0.0	1.0	0.0	27.0	0.0	0.0	163.0
FUBP3	0.0	4.0	4.0	3.0	0.0	11.0	0.0	1.0	3.0	2.0	1.0	2.0	0.0	0.0	3.0	0.0	5.0	4.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	10.0	8.0	0.0	0.0	0.0	29.0	0.0	1.0	95.0
FUCA1	1.0	3.0	2.0	1.0	0.0	5.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	43.0
FUCA2	0.0	6.0	3.0	3.0	0.0	4.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	4.0	0.0	0.0	0.0	18.0	0.0	0.0	59.0
FUK	1.0	6.0	4.0	4.0	0.0	17.0	0.0	2.0	6.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	6.0	0.0	3.0	2.0	0.0	1.0	1.0	1.0	13.0	7.0	1.0	0.0	0.0	30.0	0.0	0.0	115.0
FUNDC1	0.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	22.0
FUNDC2	0.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	35.0
FUOM	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	12.0
FURIN	0.0	9.0	5.0	3.0	0.0	14.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0	8.0	6.0	0.0	1.0	2.0	0.0	1.0	1.0	2.0	11.0	8.0	0.0	0.0	0.0	29.0	0.0	0.0	113.0
FUS	0.0	9.0	5.0	0.0	1.0	4.0	0.0	3.0	2.0	2.0	0.0	3.0	0.0	0.0	3.0	2.0	6.0	3.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	10.0	2.0	1.0	0.0	0.0	20.0	0.0	1.0	83.0
FUT1	0.0	3.0	0.0	2.0	0.0	11.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	2.0	0.0	0.0	1.0	2.0	4.0	4.0	5.0	0.0	1.0	0.0	12.0	1.0	0.0	62.0
FUT10	0.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	2.0	1.0	7.0	5.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	7.0	5.0	0.0	0.0	0.0	22.0	0.0	1.0	70.0
FUT11	0.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	5.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	38.0
FUT2	0.0	6.0	1.0	2.0	0.0	6.0	0.0	1.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	1.0	0.0	0.0	0.0	15.0	0.0	0.0	59.0
FUT3	2.0	4.0	3.0	3.0	0.0	6.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	6.0	4.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	20.0	4.0	0.0	2.0	0.0	25.0	1.0	0.0	95.0
FUT4	0.0	4.0	0.0	2.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	9.0	3.0	0.0	0.0	0.0	17.0	0.0	0.0	52.0
FUT5	0.0	5.0	5.0	2.0	0.0	5.0	0.0	1.0	5.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	4.0	0.0	0.0	0.0	14.0	0.0	0.0	74.0
FUT6	2.0	2.0	2.0	1.0	0.0	3.0	0.0	1.0	5.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	4.0	6.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	9.0	6.0	0.0	0.0	0.0	24.0	0.0	0.0	74.0
FUT7	0.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	1.0	0.0	6.0	0.0	0.0	32.0
FUT8	0.0	7.0	4.0	5.0	0.0	7.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	7.0	6.0	0.0	1.0	0.0	0.0	2.0	3.0	1.0	15.0	10.0	1.0	1.0	0.0	23.0	0.0	0.0	105.0
FUT9	0.0	3.0	1.0	3.0	0.0	12.0	0.0	2.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	22.0	0.0	1.0	1.0	0.0	0.0	5.0	2.0	46.0	7.0	0.0	0.0	0.0	22.0	0.0	1.0	159.0
FUZ	0.0	5.0	1.0	1.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	3.0	1.0	0.0	0.0	14.0	0.0	0.0	43.0
FXN	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	25.0
FXR1	2.0	4.0	5.0	6.0	0.0	11.0	0.0	4.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	9.0	0.0	3.0	2.0	1.0	1.0	3.0	1.0	4.0	10.0	0.0	0.0	0.0	39.0	1.0	0.0	125.0
FXR2	2.0	7.0	5.0	1.0	0.0	10.0	0.0	1.0	3.0	3.0	0.0	0.0	3.0	0.0	1.0	1.0	1.0	5.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	12.0	5.0	0.0	0.0	0.0	25.0	0.0	0.0	90.0
FXYD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	12.0
FXYD2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0
FXYD3	0.0	2.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	26.0
FXYD4	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	10.0
FXYD5	0.0	3.0	4.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	11.0	1.0	0.0	38.0
FXYD6	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	22.0
FXYD7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	10.0
FYB	2.0	4.0	8.0	4.0	0.0	14.0	0.0	2.0	2.0	8.0	0.0	2.0	0.0	0.0	0.0	4.0	21.0	17.0	1.0	2.0	1.0	0.0	2.0	7.0	2.0	37.0	10.0	0.0	1.0	0.0	38.0	0.0	0.0	189.0
FYCO1	0.0	7.0	9.0	7.0	0.0	17.0	1.0	0.0	2.0	3.0	0.0	1.0	4.0	0.0	3.0	6.0	12.0	10.0	0.0	3.0	2.0	0.0	1.0	2.0	1.0	19.0	12.0	0.0	0.0	0.0	44.0	0.0	0.0	166.0
FYN	0.0	6.0	2.0	5.0	0.0	13.0	0.0	1.0	2.0	4.0	0.0	1.0	0.0	0.0	1.0	1.0	6.0	13.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	11.0	9.0	0.0	0.0	0.0	25.0	0.0	0.0	105.0
FYTTD1	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	3.0	0.0	0.0	0.0	16.0	0.0	0.0	51.0
FZD1	0.0	5.0	2.0	2.0	0.0	8.0	1.0	3.0	4.0	5.0	0.0	2.0	1.0	1.0	3.0	2.0	5.0	4.0	0.0	4.0	1.0	0.0	1.0	2.0	1.0	7.0	11.0	0.0	0.0	0.0	10.0	0.0	0.0	85.0
FZD10	0.0	8.0	2.0	4.0	0.0	17.0	1.0	1.0	4.0	5.0	0.0	5.0	1.0	0.0	2.0	4.0	29.0	4.0	0.0	0.0	3.0	0.0	2.0	4.0	1.0	10.0	20.0	0.0	0.0	1.0	25.0	0.0	0.0	153.0
FZD2	0.0	5.0	3.0	3.0	0.0	11.0	0.0	3.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	4.0	8.0	5.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	9.0	12.0	0.0	0.0	0.0	22.0	1.0	0.0	98.0
FZD3	0.0	6.0	6.0	2.0	0.0	11.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0	2.0	2.0	0.0	0.0	3.0	2.0	5.0	10.0	0.0	0.0	0.0	22.0	1.0	0.0	87.0
FZD4	0.0	2.0	2.0	4.0	0.0	4.0	0.0	0.0	4.0	2.0	0.0	1.0	1.0	0.0	1.0	2.0	4.0	3.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	5.0	10.0	0.0	0.0	0.0	19.0	0.0	0.0	68.0
